FID,FireName,FireNo,Label,StartDate,EndDate,area_ha
19412,Malara Fire,21296,2007-08 Wildfire,10/08/2007,16/08/2007,0.14879515
19413,Malara Fire,21296,2007-08 Wildfire,10/08/2007,16/08/2007,5.69159105
19414,Malara Fire,21296,2007-08 Wildfire,10/08/2007,16/08/2007,0.61082891
19415,Talmoi Road,21224,2007-08 Wildfire,10/08/2007,15/08/2007,0.40871648
19416,Talmoi Road,21224,2007-08 Wildfire,10/08/2007,15/08/2007,0.24625167
19417,Talmoi Road,21224,2007-08 Wildfire,10/08/2007,15/08/2007,0.08928111
19418,Talmoi Road,21224,2007-08 Wildfire,10/08/2007,15/08/2007,0.63331017
19419,Talmoi Road,21224,2007-08 Wildfire,10/08/2007,15/08/2007,0.98369928
19420,Talmoi Road,21224,2007-08 Wildfire,10/08/2007,15/08/2007,0.17899543
19421,Talmoi Road,21224,2007-08 Wildfire,10/08/2007,15/08/2007,0.17691499
19422,Talmoi Road,21224,2007-08 Wildfire,10/08/2007,15/08/2007,0.19121537
19423,Talmoi Road,21224,2007-08 Wildfire,10/08/2007,15/08/2007,0.62521957
19424,Talmoi Road,21224,2007-08 Wildfire,10/08/2007,15/08/2007,0.42693514
19425,Talmoi Road,21224,2007-08 Wildfire,10/08/2007,15/08/2007,0.21343
19426,Talmoi Road,21224,2007-08 Wildfire,10/08/2007,15/08/2007,0.81237358
19427,Talmoi Road,21224,2007-08 Wildfire,10/08/2007,15/08/2007,3.68258841
19428,Millbank Fire,21309,2007-08 Wildfire,13/08/2007,15/08/2007,0.73565103
19429,Millbank Fire,21309,2007-08 Wildfire,13/08/2007,15/08/2007,0.04571235
19430,Millbank Fire,21309,2007-08 Wildfire,13/08/2007,15/08/2007,0.38945808
19431,Millbank Fire,21309,2007-08 Wildfire,13/08/2007,15/08/2007,1.39470218
19432,Millbank Fire,21309,2007-08 Wildfire,13/08/2007,15/08/2007,0.14055877
19433,Millbank Fire,21309,2007-08 Wildfire,13/08/2007,15/08/2007,0.0217602
19434,Millbank Fire,21309,2007-08 Wildfire,13/08/2007,15/08/2007,0.00710892
19435,Millbank Fire,21309,2007-08 Wildfire,13/08/2007,15/08/2007,1.21864774
19436,Millbank Fire,21309,2007-08 Wildfire,13/08/2007,15/08/2007,0.0017744
19437,Millbank Fire,21309,2007-08 Wildfire,13/08/2007,15/08/2007,0.0363994
19438,Millbank Fire,21309,2007-08 Wildfire,13/08/2007,15/08/2007,0.00492638
19439,Millbank Fire,21309,2007-08 Wildfire,13/08/2007,15/08/2007,0.03394917
19440,Millbank Fire,21309,2007-08 Wildfire,13/08/2007,15/08/2007,5.497256
19441,Millbank Fire,21309,2007-08 Wildfire,13/08/2007,15/08/2007,8.31690794
19442,Millbank Fire,21309,2007-08 Wildfire,13/08/2007,15/08/2007,1.14076368
19443,Washpool,21495,2007-08 Wildfire,11/09/2007,24/09/2007,58.9042051
19444,Washpool,21495,2007-08 Wildfire,11/09/2007,24/09/2007,0.12987003
19445,Washpool,21495,2007-08 Wildfire,11/09/2007,24/09/2007,2.34575086
19446,Washpool,21495,2007-08 Wildfire,11/09/2007,24/09/2007,0.33724225
19447,Washpool,21495,2007-08 Wildfire,11/09/2007,24/09/2007,0.19488088
19448,Washpool,21495,2007-08 Wildfire,11/09/2007,24/09/2007,0.89585072
19449,Washpool,21495,2007-08 Wildfire,11/09/2007,24/09/2007,0.00046118
19450,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,4.1030275
19451,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.1420356
19452,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.25646686
19453,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.09019643
19454,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,2.66132626
19455,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.70939413
19456,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.18970898
19457,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.35430883
19458,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.1535002
19459,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,45.59505787
19460,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,30.66464353
19461,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,10.6244517
19462,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,2.39647061
19463,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.53368965
19464,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.06076159
19465,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.02685479
19466,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.01793885
19467,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.23622036
19468,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.02986403
19469,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.00800868
19470,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.02997893
19471,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.17652994
19472,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,2.39589001
19473,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,2.74327885
19474,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,10.65949754
19475,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,4.18576449
19476,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,59.79813637
19477,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,1.82793012
19478,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.20984801
19479,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.13508654
19480,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,1.83245335
19481,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.72348956
19482,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.77159366
19483,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,2.67573955
19484,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,2.54539263
19485,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.00429071
19486,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.02761021
19487,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.21580918
19488,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.22010821
19489,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.00537162
19490,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.43094743
19491,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.01575678
19492,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.00337137
19493,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.22367496
19494,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.02787256
19495,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.03315001
19496,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.00941662
19497,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.00281501
19498,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.06236166
19499,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.01914538
19500,Henry River,21493,2007-08 Wildfire,19/09/2007,9/10/2007,0.0130662
19501,Boonoo Boonoo S44,21507,2007-08 Wildfire,21/09/2007,6/10/2007,24.09708242
19502,Boonoo Boonoo S44,21507,2007-08 Wildfire,21/09/2007,6/10/2007,2.41994146
19503,Boonoo Boonoo S44,21507,2007-08 Wildfire,21/09/2007,6/10/2007,0.13648915
19504,Boonoo Boonoo S44,21507,2007-08 Wildfire,21/09/2007,6/10/2007,0.0416848
19505,Boonoo Boonoo S44,21507,2007-08 Wildfire,21/09/2007,6/10/2007,0.01790717
19506,Boonoo Boonoo S44,21507,2007-08 Wildfire,21/09/2007,6/10/2007,0.94846007
19507,Boonoo Boonoo S44,21507,2007-08 Wildfire,21/09/2007,6/10/2007,0.07747207
19508,Boonoo Boonoo S44,21507,2007-08 Wildfire,21/09/2007,6/10/2007,0.00350188
19509,Boonoo Boonoo S44,21507,2007-08 Wildfire,21/09/2007,6/10/2007,0.20304952
19510,Boonoo Boonoo S44,21507,2007-08 Wildfire,21/09/2007,6/10/2007,0.65841047
19511,Boonoo Boonoo S44,21507,2007-08 Wildfire,21/09/2007,6/10/2007,0.10939234
19512,Boonoo Boonoo S44,21507,2007-08 Wildfire,21/09/2007,6/10/2007,1.33650217
19513,Boonoo Boonoo S44,21507,2007-08 Wildfire,21/09/2007,6/10/2007,0.00036118
19514,Boonoo Boonoo S44,21507,2007-08 Wildfire,21/09/2007,6/10/2007,0.00783973
19515,Boonoo Boonoo S44,21507,2007-08 Wildfire,21/09/2007,6/10/2007,0.14366562
19516,Boonoo Boonoo S44,21507,2007-08 Wildfire,21/09/2007,6/10/2007,0.46642111
19517,Boonoo Boonoo S44,21507,2007-08 Wildfire,21/09/2007,6/10/2007,0.00631529
19518,Boonoo Boonoo S44,21507,2007-08 Wildfire,21/09/2007,6/10/2007,0.19244673
19519,Boonoo Boonoo S44,21507,2007-08 Wildfire,21/09/2007,6/10/2007,27.30471147
19520,Boonoo Boonoo S44,21507,2007-08 Wildfire,21/09/2007,6/10/2007,0.16065688
19521,Boonoo Boonoo S44,21507,2007-08 Wildfire,21/09/2007,6/10/2007,1.3596075
19522,Boonoo Boonoo S44,21507,2007-08 Wildfire,21/09/2007,6/10/2007,0.0002061
19523,Boonoo Boonoo S44,21507,2007-08 Wildfire,21/09/2007,6/10/2007,33.82715195
19524,Border Rangers,21533,2007-08 Wildfire,21/09/2007,9/10/2007,0.60209288
19525,Border Rangers,21533,2007-08 Wildfire,21/09/2007,9/10/2007,0.1783238
19526,Border Rangers,21533,2007-08 Wildfire,21/09/2007,9/10/2007,0.78969115
19527,Border Rangers,21533,2007-08 Wildfire,21/09/2007,9/10/2007,1.86330815
19528,Border Rangers,21533,2007-08 Wildfire,21/09/2007,9/10/2007,4.39737892
19529,Wongas,21634,2007-08 Wildfire,27/09/2007,8/10/2007,2.05563401
19530,Wongas,21634,2007-08 Wildfire,27/09/2007,8/10/2007,18.52935495
19531,Wongas,21634,2007-08 Wildfire,27/09/2007,8/10/2007,119.3829824
19532,Wongas,21634,2007-08 Wildfire,27/09/2007,8/10/2007,0.24077997
19533,Wongas,21634,2007-08 Wildfire,27/09/2007,8/10/2007,0.45496873
19534,Wongas,21634,2007-08 Wildfire,27/09/2007,8/10/2007,1.04801944
19535,Wongas,21634,2007-08 Wildfire,27/09/2007,8/10/2007,0.3444841
19536,Wongas,21634,2007-08 Wildfire,27/09/2007,8/10/2007,0.34124979
19537,Wongas,21634,2007-08 Wildfire,27/09/2007,8/10/2007,0.29156512
19538,Wongas,21634,2007-08 Wildfire,27/09/2007,8/10/2007,0.14131399
19539,Wongas,21634,2007-08 Wildfire,27/09/2007,8/10/2007,0.40809827
19540,Wongas,21634,2007-08 Wildfire,27/09/2007,8/10/2007,0.29443929
19541,Calm Downs,21566,2007-08 Wildfire,28/09/2007,29/09/2007,466.7481336
19542,McLeods Pinnacle,21592,2007-08 Wildfire,28/09/2007,9/10/2007,12.50450225
19543,McLeods Pinnacle,21592,2007-08 Wildfire,28/09/2007,9/10/2007,0.17144335
19544,McLeods Pinnacle,21592,2007-08 Wildfire,28/09/2007,9/10/2007,14.70765897
19545,McLeods Pinnacle,21592,2007-08 Wildfire,28/09/2007,9/10/2007,0.02390829
19546,McLeods Pinnacle,21592,2007-08 Wildfire,28/09/2007,9/10/2007,0.08520759
19547,McLeods Pinnacle,21592,2007-08 Wildfire,28/09/2007,9/10/2007,0.29580541
19548,McLeods Pinnacle,21592,2007-08 Wildfire,28/09/2007,9/10/2007,1.07018013
19549,McLeods Pinnacle,21592,2007-08 Wildfire,28/09/2007,9/10/2007,3.01646029
19550,McLeods Pinnacle,21592,2007-08 Wildfire,28/09/2007,9/10/2007,0.13200968
19551,McLeods Pinnacle,21592,2007-08 Wildfire,28/09/2007,9/10/2007,4.86870504
19552,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.00298826
19553,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.14382358
19554,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.00634189
19555,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.02128667
19556,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.0007833
19557,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.39582841
19558,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.16735282
19559,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.00382842
19560,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.00168268
19561,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.19785873
19562,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.04541406
19563,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.00233532
19564,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,2.105711
19565,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,3.46806165
19566,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.9442144
19567,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.32797721
19568,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.09548111
19569,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.35354686
19570,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.7576967
19571,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.35011778
19572,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.27826193
19573,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.0603969
19574,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.041685
19575,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.0269174
19576,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,1.78554701
19577,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.96977697
19578,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,7.29393259
19579,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.61379297
19580,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,1.61451522
19581,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,8.052e-05
19582,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.85337221
19583,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,1.02376935
19584,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,1.0503627
19585,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,10.56491246
19586,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,4.85844759
19587,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.54657094
19588,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,2.02384029
19589,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,12.63988513
19590,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,3.32411019
19591,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.67829602
19592,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,54.10627698
19593,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,2.98899076
19594,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.3752349
19595,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.01461823
19596,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.08468572
19597,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.4671993
19598,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.00371992
19599,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.23543163
19600,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.03437183
19601,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,2.995e-05
19602,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.63569348
19603,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.0823055
19604,LOWER HUNTER COMPLEX,21636,2007-08 Wildfire,1/10/2007,9/10/2007,0.78773133
19605,Cliff Face,21649,2007-08 Wildfire,2/10/2007,4/10/2007,0.01233123
19606,Cliff Face,21649,2007-08 Wildfire,2/10/2007,4/10/2007,0.13454153
19607,Cliff Face,21649,2007-08 Wildfire,2/10/2007,4/10/2007,3.6830979
19608,Cliff Face,21649,2007-08 Wildfire,2/10/2007,4/10/2007,1.10926282
19609,Sandy Gully,21650,2007-08 Wildfire,2/10/2007,11/10/2007,0.12781877
19610,Sandy Gully,21650,2007-08 Wildfire,2/10/2007,11/10/2007,0.71396343
19611,Sandy Gully,21650,2007-08 Wildfire,2/10/2007,11/10/2007,0.08411253
19612,Sandy Gully,21650,2007-08 Wildfire,2/10/2007,11/10/2007,1.41014944
19613,Vinegar Mountain,21669,2007-08 Wildfire,3/10/2007,9/10/2007,0.61808908
19614,Vinegar Mountain,21669,2007-08 Wildfire,3/10/2007,9/10/2007,3.20743866
19615,Vinegar Mountain,21669,2007-08 Wildfire,3/10/2007,9/10/2007,0.20609432
19616,Vinegar Mountain,21669,2007-08 Wildfire,3/10/2007,9/10/2007,0.0153808
19617,Vinegar Mountain,21669,2007-08 Wildfire,3/10/2007,9/10/2007,1.26969805
19618,Oaky Creek Fire,21695,2007-08 Wildfire,3/10/2007,8/10/2007,4.24064561
19619,Oaky Creek Fire,21695,2007-08 Wildfire,3/10/2007,8/10/2007,5.76612942
19620,Oaky Creek Fire,21695,2007-08 Wildfire,3/10/2007,8/10/2007,0.38028557
19621,Oaky Creek Fire,21695,2007-08 Wildfire,3/10/2007,8/10/2007,0.08238168
19622,Oaky Creek Fire,21695,2007-08 Wildfire,3/10/2007,8/10/2007,2.44587495
19623,Oaky Creek Fire,21695,2007-08 Wildfire,3/10/2007,8/10/2007,0.59239369
19624,Oaky Creek Fire,21695,2007-08 Wildfire,3/10/2007,8/10/2007,0.9671901
19625,Obergs,21722,2007-08 Wildfire,4/10/2007,10/10/2007,13.34766271
19626,Obergs,21722,2007-08 Wildfire,4/10/2007,10/10/2007,12.11926321
19627,Obergs,21722,2007-08 Wildfire,4/10/2007,10/10/2007,0.00032354
19628,Obergs,21722,2007-08 Wildfire,4/10/2007,10/10/2007,0.17547359
19629,Obergs,21722,2007-08 Wildfire,4/10/2007,10/10/2007,0.75791818
19630,Obergs,21722,2007-08 Wildfire,4/10/2007,10/10/2007,5.36855292
19631,Obergs,21722,2007-08 Wildfire,4/10/2007,10/10/2007,11.10381539
19632,Obergs,21722,2007-08 Wildfire,4/10/2007,10/10/2007,42.27195623
19633,Obergs,21722,2007-08 Wildfire,4/10/2007,10/10/2007,0.00810995
19634,Obergs,21722,2007-08 Wildfire,4/10/2007,10/10/2007,28.25840538
19635,Coolatai,21773,2007-08 Wildfire,8/10/2007,10/10/2007,1.68487024
19636,Coolatai,21773,2007-08 Wildfire,8/10/2007,10/10/2007,4.74616414
19637,Tuncurry Tip Fire,21872,2007-08 Wildfire,16/10/2007,21/10/2007,0.00426146
19638,Tuncurry Tip Fire,21872,2007-08 Wildfire,16/10/2007,21/10/2007,0.36495313
19639,Tuncurry Tip Fire,21872,2007-08 Wildfire,16/10/2007,21/10/2007,0.02001571
19640,Tuncurry Tip Fire,21872,2007-08 Wildfire,16/10/2007,21/10/2007,1.06396636
19641,Tuncurry Tip Fire,21872,2007-08 Wildfire,16/10/2007,21/10/2007,1.1740954
19642,Tuncurry Tip Fire,21872,2007-08 Wildfire,16/10/2007,21/10/2007,0.02336763
19643,Tuncurry Tip Fire,21872,2007-08 Wildfire,16/10/2007,21/10/2007,0.17219316
19644,Tuncurry Tip Fire,21872,2007-08 Wildfire,16/10/2007,21/10/2007,0.04418428
19645,Tuncurry Tip Fire,21872,2007-08 Wildfire,16/10/2007,21/10/2007,0.0108452
19646,Tuncurry Tip Fire,21872,2007-08 Wildfire,16/10/2007,21/10/2007,1.39785287
19647,Tuncurry Tip Fire,21872,2007-08 Wildfire,16/10/2007,21/10/2007,0.53407198
19648,Tuncurry Tip Fire,21872,2007-08 Wildfire,16/10/2007,21/10/2007,0.11906431
19649,Tuncurry Tip Fire,21872,2007-08 Wildfire,16/10/2007,21/10/2007,0.40940037
19650,Carrai Plateau,07092721575,2007-08 Wildfire,30/09/2007,12/10/2007,13972.58977
20114,Hay Shed Alight,21883,2007-08 Wildfire,17/10/2007,18/10/2007,3.95981088
20130,Molybdnite Road Fire,21685,2007-08 Wildfire,3/10/2007,17/10/2007,382.195439
20131,Pilligar State Forest,21817,2007-08 Wildfire,14/10/2007,24/10/2007,204.8171998
20132,[HR] Wambool - NP,23064,2007-08 Wildfire,13/03/2008,17/03/2008,21.32654213
20133,Freemantle Bush Alight,23246,2007-08 Wildfire,18/04/2008,18/04/2008,6.09190862
20134,MEHI River Ticklebelly Flat,23323,2007-08 Wildfire,30/04/2008,1/05/2008,79.40202955
20480,Mount Porcupine Fire,22222,2007-08 Wildfire,26/11/2007,30/11/2007,5.55180287
20481,Bush Alight - Clandulla,22936,2007-08 Wildfire,22/02/2008,25/02/2008,3.94097252
24041,Ebor Falls,NCR07059,2007-08 Wildfire,16/10/2007,17/10/2007,11.63748513
24042,Nulla Nulla Fire,21308,2007-08 Wildfire,6/08/2007,15/08/2007,2123.587419
24043,Moor Creek, ,2007-08 Wildfire,5/10/2007,5/10/2007,0.40459991
24044,Mooral Creek, ,2007-08 Wildfire,8/10/2007,8/10/2007,164.1876382
26487,Arizona Rd,07093021615,2007-08 Wildfire,30/09/2007,3/10/2007,154.070232
26488,Golf Course, ,2007-08 Wildfire,14/08/2007,1/01/1970,0.00837076
26489,Ironman Point, ,2007-08 Wildfire,4/10/2007,1/01/1970,4.32450213
26490,Ourimbah Forest, ,2007-08 Wildfire,1/04/2008,1/01/1970,1.14650017
26491,Wattagan Forest Road,07100421719,2007-08 Wildfire,4/10/2007,8/10/2007,16.02452606
26522,Target Area,NR07009,2007-08 Wildfire,26/09/2007,2/10/2007,44.61342257
26640,St Michaels GC WF, ,2007-08 Wildfire,1/01/1970,1/01/1970,0.07323375
26804,South Spur HR,HR06030716701,2007-08 Wildfire,13/04/2008,1/01/1970,848.5788123
26805,Winbundale Rivulet HR,HR06030716700,2007-08 Wildfire,13/04/2008,1/01/1970,139.7375171
26806,Swamp Road 2008 Establishment burn,HR08031829015,2007-08 Wildfire,22/05/2008,1/01/1970,13.50157259
26807,Gulf Boundary 2008 Est burn,HR08031829014,2007-08 Wildfire,27/05/2008,1/01/1970,116.5958567
26808,Winburndale Rivulet HRB,HR08032529106,2007-08 Wildfire,11/04/2008,1/01/1970,382.8013182
26809,Winburndale Rivulet HRB,HR08032529106,2007-08 Wildfire,11/04/2008,1/01/1970,56.43946263
26810,Mt Schofield 2008 Est burn,HR08043031290,2007-08 Wildfire,23/05/2008,1/01/1970,34.28292233
26865, ,JN60007956,2007-08 Wildfire,29/08/2007,31/08/2007,20.12595007
26867, ,JN60007954,2007-08 Wildfire,11/01/2008,14/01/2008,14.77604687
27191,Big Burney, ,2007-08 Wildfire,28/09/2007,10/10/2007,151.4286861
27192,Big Burney, ,2007-08 Wildfire,28/09/2007,10/10/2007,4.69756164
27193,Cookanulla, ,2007-08 Wildfire,28/09/2007,7/10/2007,26.48720677
30639,Wyrrabalong Fire,07100321696,2007-08 Wildfire,3/10/2007,5/10/2007,13.43002689
6959,Boree Fire,CCHR0809-04,2008-09 Wildfire,16/09/2008,17/09/2008,1.20970863
6960,Chain Valley Bay 1,CCHR0809-01,2008-09 Wildfire,11/07/2008,11/07/2008,0.79345541
6961,Chain Valley Bay 2,CCHR0809-02,2008-09 Wildfire,16/09/2008,16/09/2008,0.3656002
6962,Chain Valley Bay 5,CCHR0809-09,2008-09 Wildfire,4/10/2008,4/10/2008,11.77984612
6963,Chain Valley Bay 4,CCHR0809-08,2008-09 Wildfire,1/10/2008,1/10/2008,0.06529174
6964,Chain Valley Bay 3,CCHR0809-03,2008-09 Wildfire,29/09/2008,29/09/2008,0.1071973
6965,Alison Point Fire,CCHR0809-15,2008-09 Wildfire,22/11/2008,24/11/2008,9.64596571
6966,Chain Valley Bay 6,CCHR0809-12,2008-09 Wildfire,5/12/2008,5/12/2008,17.57914215
6967,Bateau Bay Beach Fire,CCHR0809-16,2008-09 Wildfire,23/12/2008,24/12/2008,1.10729166
6968,Birdie,CCHR0809-33,2008-09 Wildfire,6/02/2009,7/02/2009,0.01455822
6969,California Fires,09012425286,2008-09 Wildfire,24/01/2009,29/01/2009,0.36057057
6970,California Fires,09012425286,2008-09 Wildfire,24/01/2009,29/01/2009,0.53969928
6971,California Fires,09012425286,2008-09 Wildfire,24/01/2009,29/01/2009,0.67296066
6972,California Fires,09012425286,2008-09 Wildfire,24/01/2009,29/01/2009,0.550978
6973,California Fires,09012425286,2008-09 Wildfire,24/01/2009,29/01/2009,0.52192384
6974,California Fires,09012425286,2008-09 Wildfire,24/01/2009,29/01/2009,0.59054318
6975,California Fires,09012425286,2008-09 Wildfire,24/01/2009,29/01/2009,6.08084864
6976,California Fires,09012425286,2008-09 Wildfire,24/01/2009,29/01/2009,1.95294583
6977,California Fires,09012425286,2008-09 Wildfire,24/01/2009,29/01/2009,3.19204577
6978,California Fires,09012425286,2008-09 Wildfire,24/01/2009,29/01/2009,0.73084503
6979,California Fires,09012425286,2008-09 Wildfire,24/01/2009,29/01/2009,0.58423093
6980,California Fires,09012425286,2008-09 Wildfire,24/01/2009,29/01/2009,0.13477948
6981,Crangan Bay Fire Trail,CCHR0809-24,2008-09 Wildfire,23/01/2009,23/01/2009,1.05855896
6982,Deakin,679/2008,2008-09 Wildfire,22/12/2008,1/01/1970,0.16652993
6983,Extreme Sports Park,May-09,2008-09 Wildfire,4/01/2009,1/01/1970,0.29008392
6984,Abermain Fire trail,CCHR0809-28,2008-09 Wildfire,21/01/2009,24/01/2009,0.24373428
